raceth,age_group_5yr,sex,statefip,n,weighted
AIAN Hispanic,45-49,NA,54,1,219
AIAN Hispanic,45-49,NA,55,24,3356
AIAN Hispanic,45-49,NA,56,3,72
AIAN Hispanic,50-54,NA,1,25,2442
AIAN Hispanic,50-54,NA,2,4,762
AIAN Hispanic,50-54,NA,4,127,12113
AIAN Hispanic,50-54,NA,5,11,673
AIAN Hispanic,50-54,NA,6,1503,137128
AIAN Hispanic,50-54,NA,8,129,13106
AIAN Hispanic,50-54,NA,9,26,4269
AIAN Hispanic,50-54,NA,10,3,662
AIAN Hispanic,50-54,NA,11,5,471
AIAN Hispanic,50-54,NA,12,149,17721
AIAN Hispanic,50-54,NA,13,94,12703
AIAN Hispanic,50-54,NA,15,9,884
AIAN Hispanic,50-54,NA,16,23,2837
AIAN Hispanic,50-54,NA,17,230,27015
AIAN Hispanic,50-54,NA,18,43,5079
AIAN Hispanic,50-54,NA,19,10,2095
AIAN Hispanic,50-54,NA,20,23,2610
AIAN Hispanic,50-54,NA,21,7,799
AIAN Hispanic,50-54,NA,22,19,2889
AIAN Hispanic,50-54,NA,23,2,162
AIAN Hispanic,50-54,NA,24,50,5409
AIAN Hispanic,50-54,NA,25,34,4364
AIAN Hispanic,50-54,NA,26,35,3916
AIAN Hispanic,50-54,NA,27,18,3767
AIAN Hispanic,50-54,NA,28,6,696
AIAN Hispanic,50-54,NA,29,25,2904
AIAN Hispanic,50-54,NA,30,4,349
AIAN Hispanic,50-54,NA,31,16,1790
AIAN Hispanic,50-54,NA,32,78,8237
AIAN Hispanic,50-54,NA,34,109,14128
AIAN Hispanic,50-54,NA,35,70,7546
AIAN Hispanic,50-54,NA,36,229,30816
AIAN Hispanic,50-54,NA,37,63,7758
AIAN Hispanic,50-54,NA,39,34,3658
AIAN Hispanic,50-54,NA,40,39,4841
AIAN Hispanic,50-54,NA,41,57,7748
AIAN Hispanic,50-54,NA,42,43,5796
AIAN Hispanic,50-54,NA,44,4,599
AIAN Hispanic,50-54,NA,45,18,2233
AIAN Hispanic,50-54,NA,46,7,964
AIAN Hispanic,50-54,NA,47,22,2231
AIAN Hispanic,50-54,NA,48,588,66853
AIAN Hispanic,50-54,NA,49,26,3975
AIAN Hispanic,50-54,NA,50,2,187
AIAN Hispanic,50-54,NA,51,42,4441
AIAN Hispanic,50-54,NA,53,79,7867
AIAN Hispanic,50-54,NA,54,7,744
AIAN Hispanic,50-54,NA,55,27,4515
AIAN Hispanic,50-54,NA,56,7,614
AIAN Hispanic,55-59,NA,1,17,1630
AIAN Hispanic,55-59,NA,2,6,625
AIAN Hispanic,55-59,NA,4,137,13178
AIAN Hispanic,55-59,NA,5,16,1808
AIAN Hispanic,55-59,NA,6,1372,122979
AIAN Hispanic,55-59,NA,8,114,13156
AIAN Hispanic,55-59,NA,9,24,2651
AIAN Hispanic,55-59,NA,10,3,173
AIAN Hispanic,55-59,NA,11,2,399
AIAN Hispanic,55-59,NA,12,138,12801
AIAN Hispanic,55-59,NA,13,63,7128
AIAN Hispanic,55-59,NA,15,7,857
AIAN Hispanic,55-59,NA,16,21,2494
AIAN Hispanic,55-59,NA,17,155,17880
AIAN Hispanic,55-59,NA,18,27,2857
AIAN Hispanic,55-59,NA,19,12,1261
AIAN Hispanic,55-59,NA,20,11,1407
AIAN Hispanic,55-59,NA,21,8,756
AIAN Hispanic,55-59,NA,22,21,2047
AIAN Hispanic,55-59,NA,23,1,472
AIAN Hispanic,55-59,NA,24,41,6038
AIAN Hispanic,55-59,NA,25,27,3251
AIAN Hispanic,55-59,NA,26,33,3553
AIAN Hispanic,55-59,NA,27,14,2075
AIAN Hispanic,55-59,NA,28,5,534
AIAN Hispanic,55-59,NA,29,17,1787
AIAN Hispanic,55-59,NA,30,4,433
AIAN Hispanic,55-59,NA,31,15,1182
AIAN Hispanic,55-59,NA,32,59,5932
AIAN Hispanic,55-59,NA,34,74,9186
AIAN Hispanic,55-59,NA,35,58,5626
AIAN Hispanic,55-59,NA,36,194,24946
AIAN Hispanic,55-59,NA,37,57,6452
AIAN Hispanic,55-59,NA,39,30,3760
AIAN Hispanic,55-59,NA,40,22,2263
AIAN Hispanic,55-59,NA,41,54,6226
AIAN Hispanic,55-59,NA,42,28,4007
AIAN Hispanic,55-59,NA,44,9,1428
AIAN Hispanic,55-59,NA,45,23,1813
AIAN Hispanic,55-59,NA,46,2,216
AIAN Hispanic,55-59,NA,47,12,1566
AIAN Hispanic,55-59,NA,48,458,46274
AIAN Hispanic,55-59,NA,49,27,2793
AIAN Hispanic,55-59,NA,51,45,4710
AIAN Hispanic,55-59,NA,53,62,6951
AIAN Hispanic,55-59,NA,54,1,55
AIAN Hispanic,55-59,NA,55,18,2373
AIAN Hispanic,55-59,NA,56,5,312
AIAN Hispanic,60-64,NA,1,7,1055
AIAN Hispanic,60-64,NA,2,2,258
AIAN Hispanic,60-64,NA,4,119,11601
AIAN Hispanic,60-64,NA,5,6,711
AIAN Hispanic,60-64,NA,6,1220,107499
AIAN Hispanic,60-64,NA,8,109,10737
AIAN Hispanic,60-64,NA,9,16,1559
AIAN Hispanic,60-64,NA,10,3,525
AIAN Hispanic,60-64,NA,12,99,9826
AIAN Hispanic,60-64,NA,13,38,4421
AIAN Hispanic,60-64,NA,15,8,911
AIAN Hispanic,60-64,NA,16,19,2652
AIAN Hispanic,60-64,NA,17,129,14658
AIAN Hispanic,60-64,NA,18,20,2611
AIAN Hispanic,60-64,NA,19,8,579
AIAN Hispanic,60-64,NA,20,10,1249
AIAN Hispanic,60-64,NA,21,3,70
AIAN Hispanic,60-64,NA,22,16,1375
AIAN Hispanic,60-64,NA,23,1,67
AIAN Hispanic,60-64,NA,24,27,3073
AIAN Hispanic,60-64,NA,25,18,1966
AIAN Hispanic,60-64,NA,26,37,3822
AIAN Hispanic,60-64,NA,27,7,949
AIAN Hispanic,60-64,NA,28,3,134
AIAN Hispanic,60-64,NA,29,8,512
AIAN Hispanic,60-64,NA,30,8,963
AIAN Hispanic,60-64,NA,31,11,1214
AIAN Hispanic,60-64,NA,32,59,5117
AIAN Hispanic,60-64,NA,34,68,7578
AIAN Hispanic,60-64,NA,35,56,4836
AIAN Hispanic,60-64,NA,36,152,19250
AIAN Hispanic,60-64,NA,37,22,2751
AIAN Hispanic,60-64,NA,38,1,157
AIAN Hispanic,60-64,NA,39,28,2742
AIAN Hispanic,60-64,NA,40,19,1487
AIAN Hispanic,60-64,NA,41,37,4097
AIAN Hispanic,60-64,NA,42,26,2719
AIAN Hispanic,60-64,NA,44,4,772
AIAN Hispanic,60-64,NA,45,9,920
AIAN Hispanic,60-64,NA,46,4,597
AIAN Hispanic,60-64,NA,47,18,2186
AIAN Hispanic,60-64,NA,48,416,42779
AIAN Hispanic,60-64,NA,49,29,3008
AIAN Hispanic,60-64,NA,51,31,5223
AIAN Hispanic,60-64,NA,53,67,7305
AIAN Hispanic,60-64,NA,54,1,65
AIAN Hispanic,60-64,NA,55,13,3590
AIAN Hispanic,60-64,NA,56,11,876
AIAN Hispanic,65-69,NA,1,5,965
AIAN Hispanic,65-69,NA,2,4,287
AIAN Hispanic,65-69,NA,4,120,9752
AIAN Hispanic,65-69,NA,5,6,962
AIAN Hispanic,65-69,NA,6,978,84349
AIAN Hispanic,65-69,NA,8,89,8558
AIAN Hispanic,65-69,NA,9,9,1112
AIAN Hispanic,65-69,NA,10,3,398
AIAN Hispanic,65-69,NA,11,1,60
AIAN Hispanic,65-69,NA,12,80,6813
AIAN Hispanic,65-69,NA,13,18,1658
AIAN Hispanic,65-69,NA,15,5,145
AIAN Hispanic,65-69,NA,16,17,1370
AIAN Hispanic,65-69,NA,17,74,8218
AIAN Hispanic,65-69,NA,18,19,1907
AIAN Hispanic,65-69,NA,19,5,616
AIAN Hispanic,65-69,NA,20,14,1228
AIAN Hispanic,65-69,NA,21,7,845
AIAN Hispanic,65-69,NA,22,12,891
AIAN Hispanic,65-69,NA,24,13,1171
AIAN Hispanic,65-69,NA,25,18,1815
AIAN Hispanic,65-69,NA,26,17,1477
AIAN Hispanic,65-69,NA,27,7,1087
AIAN Hispanic,65-69,NA,28,4,276
AIAN Hispanic,65-69,NA,29,13,1127
AIAN Hispanic,65-69,NA,30,7,564
AIAN Hispanic,65-69,NA,31,4,977
AIAN Hispanic,65-69,NA,32,44,4138
AIAN Hispanic,65-69,NA,34,38,4637
AIAN Hispanic,65-69,NA,35,59,4325
AIAN Hispanic,65-69,NA,36,115,18089
AIAN Hispanic,65-69,NA,37,14,1581
AIAN Hispanic,65-69,NA,38,2,479
AIAN Hispanic,65-69,NA,39,18,1868
AIAN Hispanic,65-69,NA,40,17,1803
AIAN Hispanic,65-69,NA,41,28,2213
AIAN Hispanic,65-69,NA,42,13,1684
AIAN Hispanic,65-69,NA,44,6,945
AIAN Hispanic,65-69,NA,45,5,746
AIAN Hispanic,65-69,NA,46,1,33
AIAN Hispanic,65-69,NA,47,10,947
AIAN Hispanic,65-69,NA,48,349,28243
AIAN Hispanic,65-69,NA,49,20,1773
AIAN Hispanic,65-69,NA,51,18,2450
AIAN Hispanic,65-69,NA,53,39,4498
AIAN Hispanic,65-69,NA,55,9,831
AIAN Hispanic,65-69,NA,56,6,548
AIAN Hispanic,70-74,NA,1,2,162
AIAN Hispanic,70-74,NA,2,2,124
AIAN Hispanic,70-74,NA,4,69,5626
AIAN Hispanic,70-74,NA,5,8,817
AIAN Hispanic,70-74,NA,6,619,51532
AIAN Hispanic,70-74,NA,8,72,5292
AIAN Hispanic,70-74,NA,9,4,395
AIAN Hispanic,70-74,NA,10,3,259
AIAN Hispanic,70-74,NA,11,2,102
AIAN Hispanic,70-74,NA,12,51,4594
AIAN Hispanic,70-74,NA,13,20,1994
AIAN Hispanic,70-74,NA,15,3,276
AIAN Hispanic,70-74,NA,16,5,777
AIAN Hispanic,70-74,NA,17,54,6607
AIAN Hispanic,70-74,NA,18,12,1624
AIAN Hispanic,70-74,NA,19,4,617
AIAN Hispanic,70-74,NA,20,8,938
AIAN Hispanic,70-74,NA,21,1,72
AIAN Hispanic,70-74,NA,22,8,467
AIAN Hispanic,70-74,NA,24,15,1738
AIAN Hispanic,70-74,NA,25,12,927
AIAN Hispanic,70-74,NA,26,20,2327
AIAN Hispanic,70-74,NA,27,8,577
AIAN Hispanic,70-74,NA,29,4,122
AIAN Hispanic,70-74,NA,30,3,175
AIAN Hispanic,70-74,NA,31,3,123
AIAN Hispanic,70-74,NA,32,36,2867
AIAN Hispanic,70-74,NA,34,27,2672
AIAN Hispanic,70-74,NA,35,46,4472
AIAN Hispanic,70-74,NA,36,73,8944
AIAN Hispanic,70-74,NA,37,15,1755
AIAN Hispanic,70-74,NA,39,10,1061
AIAN Hispanic,70-74,NA,40,11,1166
AIAN Hispanic,70-74,NA,41,17,1437
AIAN Hispanic,70-74,NA,42,16,2093
AIAN Hispanic,70-74,NA,44,3,410
AIAN Hispanic,70-74,NA,45,7,478
AIAN Hispanic,70-74,NA,46,1,159
AIAN Hispanic,70-74,NA,47,12,1342
AIAN Hispanic,70-74,NA,48,227,18980
AIAN Hispanic,70-74,NA,49,17,1660
AIAN Hispanic,70-74,NA,50,1,23
AIAN Hispanic,70-74,NA,51,12,1361
AIAN Hispanic,70-74,NA,53,21,1779
AIAN Hispanic,70-74,NA,54,2,157
AIAN Hispanic,70-74,NA,55,10,721
AIAN Hispanic,70-74,NA,56,3,138
AIAN Hispanic,75-79,NA,4,38,2344
AIAN Hispanic,75-79,NA,5,6,1200
AIAN Hispanic,75-79,NA,6,364,28105
AIAN Hispanic,75-79,NA,8,37,3247
AIAN Hispanic,75-79,NA,10,1,192
AIAN Hispanic,75-79,NA,11,1,52
AIAN Hispanic,75-79,NA,12,30,2317
AIAN Hispanic,75-79,NA,13,5,669
AIAN Hispanic,75-79,NA,15,4,573
AIAN Hispanic,75-79,NA,16,7,471
AIAN Hispanic,75-79,NA,17,37,5702
AIAN Hispanic,75-79,NA,18,8,938
AIAN Hispanic,75-79,NA,19,1,70
AIAN Hispanic,75-79,NA,20,3,196
AIAN Hispanic,75-79,NA,22,2,204
AIAN Hispanic,75-79,NA,24,7,706
AIAN Hispanic,75-79,NA,25,9,786
AIAN Hispanic,75-79,NA,26,8,881
AIAN Hispanic,75-79,NA,27,9,549
AIAN Hispanic,75-79,NA,29,3,235
AIAN Hispanic,75-79,NA,30,2,92
AIAN Hispanic,75-79,NA,31,2,131
AIAN Hispanic,75-79,NA,32,15,1699
AIAN Hispanic,75-79,NA,33,1,8
AIAN Hispanic,75-79,NA,34,10,1100
AIAN Hispanic,75-79,NA,35,27,2014
AIAN Hispanic,75-79,NA,36,38,4326
AIAN Hispanic,75-79,NA,37,9,713
AIAN Hispanic,75-79,NA,39,6,590
AIAN Hispanic,75-79,NA,40,7,344
AIAN Hispanic,75-79,NA,41,12,1329
AIAN Hispanic,75-79,NA,42,9,814
AIAN Hispanic,75-79,NA,44,1,285
AIAN Hispanic,75-79,NA,45,2,62
AIAN Hispanic,75-79,NA,47,6,449
AIAN Hispanic,75-79,NA,48,133,11911
AIAN Hispanic,75-79,NA,49,4,400
AIAN Hispanic,75-79,NA,50,1,259
AIAN Hispanic,75-79,NA,51,8,750
AIAN Hispanic,75-79,NA,53,12,1141
AIAN Hispanic,75-79,NA,54,1,84
AIAN Hispanic,75-79,NA,55,2,243
AIAN Hispanic,75-79,NA,56,1,55
AIAN Hispanic,80+,NA,1,3,367
AIAN Hispanic,80+,NA,2,1,22
AIAN Hispanic,80+,NA,4,41,3130
AIAN Hispanic,80+,NA,5,5,597
AIAN Hispanic,80+,NA,6,398,33525
AIAN Hispanic,80+,NA,8,32,3001
AIAN Hispanic,80+,NA,9,1,27
AIAN Hispanic,80+,NA,11,2,77
AIAN Hispanic,80+,NA,12,31,3357
AIAN Hispanic,80+,NA,13,5,728
AIAN Hispanic,80+,NA,15,2,54
AIAN Hispanic,80+,NA,16,2,190
AIAN Hispanic,80+,NA,17,36,3844
AIAN Hispanic,80+,NA,18,5,977
AIAN Hispanic,80+,NA,19,1,82
AIAN Hispanic,80+,NA,20,7,762
AIAN Hispanic,80+,NA,22,4,151
AIAN Hispanic,80+,NA,23,1,44
AIAN Hispanic,80+,NA,24,13,1589
AIAN Hispanic,80+,NA,25,11,792
AIAN Hispanic,80+,NA,26,11,698
AIAN Hispanic,80+,NA,27,1,19
AIAN Hispanic,80+,NA,28,1,136
AIAN Hispanic,80+,NA,29,5,602
AIAN Hispanic,80+,NA,31,6,628
AIAN Hispanic,80+,NA,32,12,971
AIAN Hispanic,80+,NA,34,13,1336
AIAN Hispanic,80+,NA,35,17,1586
AIAN Hispanic,80+,NA,36,47,6260
AIAN Hispanic,80+,NA,37,4,328
AIAN Hispanic,80+,NA,39,6,690
AIAN Hispanic,80+,NA,40,4,217
AIAN Hispanic,80+,NA,41,4,522
AIAN Hispanic,80+,NA,42,6,782
AIAN Hispanic,80+,NA,44,2,434
AIAN Hispanic,80+,NA,45,7,450
AIAN Hispanic,80+,NA,47,2,102
AIAN Hispanic,80+,NA,48,109,8446
AIAN Hispanic,80+,NA,49,4,334
AIAN Hispanic,80+,NA,51,5,413
AIAN Hispanic,80+,NA,53,17,1238
AIAN Hispanic,80+,NA,55,1,194
AIAN Hispanic,80+,NA,56,2,89
Asian Non-Hispanic,0-4,NA,1,133,14035
Asian Non-Hispanic,0-4,NA,2,46,10955
Asian Non-Hispanic,0-4,NA,4,392,41664
Asian Non-Hispanic,0-4,NA,5,79,9572
Asian Non-Hispanic,0-4,NA,6,9619,1017217
Asian Non-Hispanic,0-4,NA,8,271,35067
Asian Non-Hispanic,0-4,NA,9,333,29697
Asian Non-Hispanic,0-4,NA,10,72,8881
Asian Non-Hispanic,0-4,NA,11,35,3378
Asian Non-Hispanic,0-4,NA,12,889,104403
Asian Non-Hispanic,0-4,NA,13,893,97070
Asian Non-Hispanic,0-4,NA,15,511,62135
Asian Non-Hispanic,0-4,NA,16,47,5043
Asian Non-Hispanic,0-4,NA,17,1138,132217
Asian Non-Hispanic,0-4,NA,18,318,40449
Asian Non-Hispanic,0-4,NA,19,90,15030
Asian Non-Hispanic,0-4,NA,20,142,18891
Asian Non-Hispanic,0-4,NA,21,147,15071
Asian Non-Hispanic,0-4,NA,22,110,9574
Asian Non-Hispanic,0-4,NA,23,12,1166
Asian Non-Hispanic,0-4,NA,24,760,75189
Asian Non-Hispanic,0-4,NA,25,881,93414
Asian Non-Hispanic,0-4,NA,26,460,61327
Asian Non-Hispanic,0-4,NA,27,364,72295
Asian Non-Hispanic,0-4,NA,28,53,4849
Asian Non-Hispanic,0-4,NA,29,178,20648
Asian Non-Hispanic,0-4,NA,30,8,645
Asian Non-Hispanic,0-4,NA,31,74,9640
Asian Non-Hispanic,0-4,NA,32,311,42712
Asian Non-Hispanic,0-4,NA,33,38,5812
Asian Non-Hispanic,0-4,NA,34,1845,186541
Asian Non-Hispanic,0-4,NA,35,67,6963
Asian Non-Hispanic,0-4,NA,36,3031,334296
Asian Non-Hispanic,0-4,NA,37,671,76179
Asian Non-Hispanic,0-4,NA,38,15,2325
Asian Non-Hispanic,0-4,NA,39,457,63125
Asian Non-Hispanic,0-4,NA,40,166,19437
Asian Non-Hispanic,0-4,NA,41,279,34257
Asian Non-Hispanic,0-4,NA,42,716,101835
Asian Non-Hispanic,0-4,NA,44,45,6217
Asian Non-Hispanic,0-4,NA,45,139,14454
Asian Non-Hispanic,0-4,NA,46,18,2469
Asian Non-Hispanic,0-4,NA,47,204,22083
Asian Non-Hispanic,0-4,NA,48,3160,344726
Asian Non-Hispanic,0-4,NA,49,119,16195
Asian Non-Hispanic,0-4,NA,50,13,1927
Asian Non-Hispanic,0-4,NA,51,1047,104050
Asian Non-Hispanic,0-4,NA,53,1379,148392
Asian Non-Hispanic,0-4,NA,54,17,1540
Asian Non-Hispanic,0-4,NA,55,216,39501
Asian Non-Hispanic,0-4,NA,56,5,320
Asian Non-Hispanic,5-9,NA,1,159,17654
Asian Non-Hispanic,5-9,NA,2,61,9622
Asian Non-Hispanic,5-9,NA,4,521,49971
Asian Non-Hispanic,5-9,NA,5,103,12718
Asian Non-Hispanic,5-9,NA,6,11785,1175177
Asian Non-Hispanic,5-9,NA,8,320,31081
Asian Non-Hispanic,5-9,NA,9,414,36552
Asian Non-Hispanic,5-9,NA,10,82,9336
Asian Non-Hispanic,5-9,NA,11,28,1756
Asian Non-Hispanic,5-9,NA,12,1144,120404
Asian Non-Hispanic,5-9,NA,13,1266,117593
Asian Non-Hispanic,5-9,NA,15,632,63421
Asian Non-Hispanic,5-9,NA,16,54,5633
Asian Non-Hispanic,5-9,NA,17,1405,154699
Asian Non-Hispanic,5-9,NA,18,334,43178
Asian Non-Hispanic,5-9,NA,19,121,18408
Asian Non-Hispanic,5-9,NA,20,146,16210
Asian Non-Hispanic,5-9,NA,21,163,17464
Asian Non-Hispanic,5-9,NA,22,192,16756
Asian Non-Hispanic,5-9,NA,23,13,2538
Asian Non-Hispanic,5-9,NA,24,1001,90305
Asian Non-Hispanic,5-9,NA,25,1024,102889
Asian Non-Hispanic,5-9,NA,26,556,71304
Asian Non-Hispanic,5-9,NA,27,407,76196
Asian Non-Hispanic,5-9,NA,28,57,4698
Asian Non-Hispanic,5-9,NA,29,213,26903
Asian Non-Hispanic,5-9,NA,30,12,801
Asian Non-Hispanic,5-9,NA,31,102,13175
Asian Non-Hispanic,5-9,NA,32,383,42226
Asian Non-Hispanic,5-9,NA,33,50,7384
Asian Non-Hispanic,5-9,NA,34,2352,219139
Asian Non-Hispanic,5-9,NA,35,60,6948
Asian Non-Hispanic,5-9,NA,36,3783,376151
Asian Non-Hispanic,5-9,NA,37,821,87986
Asian Non-Hispanic,5-9,NA,38,18,1873
Asian Non-Hispanic,5-9,NA,39,591,70712
Asian Non-Hispanic,5-9,NA,40,198,25244
Asian Non-Hispanic,5-9,NA,41,326,36822
Asian Non-Hispanic,5-9,NA,42,899,120959
Asian Non-Hispanic,5-9,NA,44,63,6895
Asian Non-Hispanic,5-9,NA,45,200,20129
Asian Non-Hispanic,5-9,NA,46,17,2637
Asian Non-Hispanic,5-9,NA,47,291,29650
Asian Non-Hispanic,5-9,NA,48,4025,414608
Asian Non-Hispanic,5-9,NA,49,155,18992
Asian Non-Hispanic,5-9,NA,50,13,1750
Asian Non-Hispanic,5-9,NA,51,1407,130931
Asian Non-Hispanic,5-9,NA,53,1616,151475
Asian Non-Hispanic,5-9,NA,54,26,2206
Asian Non-Hispanic,5-9,NA,55,315,58011
Asian Non-Hispanic,5-9,NA,56,7,420
Asian Non-Hispanic,10-14,NA,1,157,14937
Asian Non-Hispanic,10-14,NA,2,63,9403
Asian Non-Hispanic,10-14,NA,4,568,53800
Asian Non-Hispanic,10-14,NA,5,100,11929
Asian Non-Hispanic,10-14,NA,6,13193,1301940
Asian Non-Hispanic,10-14,NA,8,357,40862
Asian Non-Hispanic,10-14,NA,9,497,44770
Asian Non-Hispanic,10-14,NA,10,84,10013
Asian Non-Hispanic,10-14,NA,11,23,2775
Asian Non-Hispanic,10-14,NA,12,1412,143240
Asian Non-Hispanic,10-14,NA,13,1353,121528
Asian Non-Hispanic,10-14,NA,15,818,81668
Asian Non-Hispanic,10-14,NA,16,50,4772
Asian Non-Hispanic,10-14,NA,17,1571,171964
Asian Non-Hispanic,10-14,NA,18,363,49204
Asian Non-Hispanic,10-14,NA,19,101,15709
Asian Non-Hispanic,10-14,NA,20,151,19703
Asian Non-Hispanic,10-14,NA,21,185,17913
Asian Non-Hispanic,10-14,NA,22,184,17404
Asian Non-Hispanic,10-14,NA,23,11,2006
Asian Non-Hispanic,10-14,NA,24,1066,91432
Asian Non-Hispanic,10-14,NA,25,1111,110339
Asian Non-Hispanic,10-14,NA,26,637,82223
Asian Non-Hispanic,10-14,NA,27,486,100444
Asian Non-Hispanic,10-14,NA,28,64,5697
Asian Non-Hispanic,10-14,NA,29,279,31081
Asian Non-Hispanic,10-14,NA,30,21,2135
Asian Non-Hispanic,10-14,NA,31,115,13545
Asian Non-Hispanic,10-14,NA,32,439,50884
Asian Non-Hispanic,10-14,NA,33,54,8065
Asian Non-Hispanic,10-14,NA,34,2580,236649
Asian Non-Hispanic,10-14,NA,35,60,6597
Asian Non-Hispanic,10-14,NA,36,4032,387912
Asian Non-Hispanic,10-14,NA,37,892,88958
Asian Non-Hispanic,10-14,NA,38,14,1836
Asian Non-Hispanic,10-14,NA,39,654,71873
Asian Non-Hispanic,10-14,NA,40,193,21223
Asian Non-Hispanic,10-14,NA,41,338,34493
Asian Non-Hispanic,10-14,NA,42,925,119933
Asian Non-Hispanic,10-14,NA,44,67,7975
Asian Non-Hispanic,10-14,NA,45,221,22567
Asian Non-Hispanic,10-14,NA,46,20,3559
Asian Non-Hispanic,10-14,NA,47,328,31232
Asian Non-Hispanic,10-14,NA,48,4302,436577
Asian Non-Hispanic,10-14,NA,49,160,19394
Asian Non-Hispanic,10-14,NA,50,24,3270
Asian Non-Hispanic,10-14,NA,51,1534,134065
Asian Non-Hispanic,10-14,NA,53,1574,147107
Asian Non-Hispanic,10-14,NA,54,33,2579
Asian Non-Hispanic,10-14,NA,55,307,53601
Asian Non-Hispanic,10-14,NA,56,10,597
Asian Non-Hispanic,15-19,NA,1,213,19432
Asian Non-Hispanic,15-19,NA,2,88,12539
Asian Non-Hispanic,15-19,NA,4,705,61458
Asian Non-Hispanic,15-19,NA,5,137,13667
Asian Non-Hispanic,15-19,NA,6,15378,1271802
Asian Non-Hispanic,15-19,NA,8,529,44919
Asian Non-Hispanic,15-19,NA,9,543,45465
Asian Non-Hispanic,15-19,NA,10,98,9033
Asian Non-Hispanic,15-19,NA,11,104,6341
Asian Non-Hispanic,15-19,NA,12,1672,146158
Asian Non-Hispanic,15-19,NA,13,1597,132275
Asian Non-Hispanic,15-19,NA,15,937,82289
Asian Non-Hispanic,15-19,NA,16,73,7712
Asian Non-Hispanic,15-19,NA,17,1707,172919
Asian Non-Hispanic,15-19,NA,18,618,61476
Asian Non-Hispanic,15-19,NA,19,194,25861
Asian Non-Hispanic,15-19,NA,20,214,22034
Asian Non-Hispanic,15-19,NA,21,196,16193
Asian Non-Hispanic,15-19,NA,22,204,18610
Asian Non-Hispanic,15-19,NA,23,71,4347
Asian Non-Hispanic,15-19,NA,24,1262,102952
Asian Non-Hispanic,15-19,NA,25,2030,148955
Asian Non-Hispanic,15-19,NA,26,889,102606
Asian Non-Hispanic,15-19,NA,27,650,87167
Asian Non-Hispanic,15-19,NA,28,75,6933
Asian Non-Hispanic,15-19,NA,29,373,34947
Asian Non-Hispanic,15-19,NA,30,30,2810
Asian Non-Hispanic,15-19,NA,31,116,12972
Asian Non-Hispanic,15-19,NA,32,525,48976
Asian Non-Hispanic,15-19,NA,33,92,9276
Asian Non-Hispanic,15-19,NA,34,2422,213307
Asian Non-Hispanic,15-19,NA,35,85,8029
Asian Non-Hispanic,15-19,NA,36,5704,405495
Asian Non-Hispanic,15-19,NA,37,1203,91851
Asian Non-Hispanic,15-19,NA,38,28,3031
Asian Non-Hispanic,15-19,NA,39,878,83236
Asian Non-Hispanic,15-19,NA,40,195,22095
Asian Non-Hispanic,15-19,NA,41,468,40160
Asian Non-Hispanic,15-19,NA,42,1321,135112
Asian Non-Hispanic,15-19,NA,44,142,9448
Asian Non-Hispanic,15-19,NA,45,242,21229
Asian Non-Hispanic,15-19,NA,46,27,4466
Asian Non-Hispanic,15-19,NA,47,416,36076
Asian Non-Hispanic,15-19,NA,48,4569,402889
Asian Non-Hispanic,15-19,NA,49,192,18922
Asian Non-Hispanic,15-19,NA,50,55,4657
Asian Non-Hispanic,15-19,NA,51,1800,157067
Asian Non-Hispanic,15-19,NA,53,1884,156265
Asian Non-Hispanic,15-19,NA,54,33,3114
Asian Non-Hispanic,15-19,NA,55,434,49156
Asian Non-Hispanic,15-19,NA,56,6,316
Asian Non-Hispanic,20-24,NA,1,203,18813
Asian Non-Hispanic,20-24,NA,2,65,12069
Asian Non-Hispanic,20-24,NA,4,672,73675
Asian Non-Hispanic,20-24,NA,5,146,15217
Asian Non-Hispanic,20-24,NA,6,15161,1327179
Asian Non-Hispanic,20-24,NA,8,541,49982
Asian Non-Hispanic,20-24,NA,9,522,48406
Asian Non-Hispanic,20-24,NA,10,100,10328
Asian Non-Hispanic,20-24,NA,11,227,12552
Asian Non-Hispanic,20-24,NA,12,1417,143487
Asian Non-Hispanic,20-24,NA,13,1382,123207
Asian Non-Hispanic,20-24,NA,15,930,92931
Asian Non-Hispanic,20-24,NA,16,70,6860
Asian Non-Hispanic,20-24,NA,17,1902,210811
Asian Non-Hispanic,20-24,NA,18,600,67783
Asian Non-Hispanic,20-24,NA,19,176,26210
Asian Non-Hispanic,20-24,NA,20,185,26093
Asian Non-Hispanic,20-24,NA,21,180,18996
Asian Non-Hispanic,20-24,NA,22,256,24186
Asian Non-Hispanic,20-24,NA,23,83,5863
Asian Non-Hispanic,20-24,NA,24,1057,89431
Asian Non-Hispanic,20-24,NA,25,2369,167614
Asian Non-Hispanic,20-24,NA,26,780,117682
Asian Non-Hispanic,20-24,NA,27,547,81690
Asian Non-Hispanic,20-24,NA,28,91,7687
Asian Non-Hispanic,20-24,NA,29,402,40631
Asian Non-Hispanic,20-24,NA,30,21,2167
Asian Non-Hispanic,20-24,NA,31,138,17021
Asian Non-Hispanic,20-24,NA,32,589,56935
Asian Non-Hispanic,20-24,NA,33,91,10045
Asian Non-Hispanic,20-24,NA,34,2182,200292
Asian Non-Hispanic,20-24,NA,35,75,6331
Asian Non-Hispanic,20-24,NA,36,6055,457962
Asian Non-Hispanic,20-24,NA,37,1081,99874
Asian Non-Hispanic,20-24,NA,38,44,4703
Asian Non-Hispanic,20-24,NA,39,922,94461
