race,hispan,age_group_5yr,sex,n,weighted
8,0,45-49,2,14455,1334053
8,0,50-54,1,13724,1200722
8,0,50-54,2,15000,1286718
8,0,55-59,1,13555,1073036
8,0,55-59,2,15357,1207475
8,0,60-64,1,14140,1081492
8,0,60-64,2,15949,1219744
8,0,65-69,1,11544,823944
8,0,65-69,2,13664,980861
8,0,70-74,1,8349,589633
8,0,70-74,2,10160,717360
8,0,75-79,1,5290,358502
8,0,75-79,2,6647,472271
8,0,80+,1,4836,338620
8,0,80+,2,7182,507547
8,1,0-4,1,16201,2454406
8,1,0-4,2,15507,2337094
8,1,5-9,1,18822,2664620
8,1,5-9,2,17755,2456227
8,1,10-14,1,20980,2941310
8,1,10-14,2,20305,2790908
8,1,15-19,1,23864,2953301
8,1,15-19,2,21922,2784921
8,1,20-24,1,20505,2627270
8,1,20-24,2,17908,2424955
8,1,25-29,1,18212,2290561
8,1,25-29,2,16120,2137684
8,1,30-34,1,17402,2271995
8,1,30-34,2,15804,2046891
8,1,35-39,1,16035,2190785
8,1,35-39,2,15309,1995301
8,1,40-44,1,15929,2203797
8,1,40-44,2,15615,2032616
8,1,45-49,1,15101,1998858
8,1,45-49,2,15655,1922018
8,1,50-54,1,14547,1804044
8,1,50-54,2,15032,1745199
8,1,55-59,1,12664,1482820
8,1,55-59,2,13192,1432084
8,1,60-64,1,11117,1240753
8,1,60-64,2,11938,1232820
8,1,65-69,1,8974,895492
8,1,65-69,2,9790,963443
8,1,70-74,1,6481,632022
8,1,70-74,2,7218,680478
8,1,75-79,1,4066,377630
8,1,75-79,2,4882,463436
8,1,80+,1,4081,374570
8,1,80+,2,6273,566930
8,2,0-4,1,2314,364604
8,2,0-4,2,2335,355146
8,2,5-9,1,2715,401117
8,2,5-9,2,2479,351526
8,2,10-14,1,2889,405391
8,2,10-14,2,2699,367696
8,2,15-19,1,2933,361208
8,2,15-19,2,2898,350836
8,2,20-24,1,2556,317449
8,2,20-24,2,2340,303203
8,2,25-29,1,2418,313184
8,2,25-29,2,2183,290353
8,2,30-34,1,2500,335475
8,2,30-34,2,2289,299594
8,2,35-39,1,2299,318944
8,2,35-39,2,2062,279740
8,2,40-44,1,2216,313579
8,2,40-44,2,2082,286464
8,2,45-49,1,2068,278423
8,2,45-49,2,2109,280081
8,2,50-54,1,2109,268207
8,2,50-54,2,2156,262092
8,2,55-59,1,2138,251048
8,2,55-59,2,2351,263498
8,2,60-64,1,1984,226016
8,2,60-64,2,2117,231485
8,2,65-69,1,1650,178122
8,2,65-69,2,1844,204433
8,2,70-74,1,1181,128083
8,2,70-74,2,1499,157448
8,2,75-79,1,790,82042
8,2,75-79,2,1074,116556
8,2,80+,1,817,80913
8,2,80+,2,1394,144914
8,3,0-4,1,1121,159989
8,3,0-4,2,1139,165039
8,3,5-9,1,1254,161250
8,3,5-9,2,1237,149002
8,3,10-14,1,1334,161753
8,3,10-14,2,1310,157246
8,3,15-19,1,1532,174282
8,3,15-19,2,1413,159829
8,3,20-24,1,1569,181926
8,3,20-24,2,1506,179330
8,3,25-29,1,1666,201309
8,3,25-29,2,1599,185602
8,3,30-34,1,1908,238758
8,3,30-34,2,1899,230522
8,3,35-39,1,1975,269306
8,3,35-39,2,1911,232530
8,3,40-44,1,1680,223358
8,3,40-44,2,1614,190919
8,3,45-49,1,1914,247351
8,3,45-49,2,1844,213374
8,3,50-54,1,2215,262481
8,3,50-54,2,2045,227433
8,3,55-59,1,2406,276263
8,3,55-59,2,2337,249476
8,3,60-64,1,2190,235759
8,3,60-64,2,2167,218260
8,3,65-69,1,1540,159708
8,3,65-69,2,1781,170817
8,3,70-74,1,1259,131711
8,3,70-74,2,1563,154890
8,3,75-79,1,1024,96753
8,3,75-79,2,1233,122291
8,3,80+,1,1448,129558
8,3,80+,2,2596,225447
8,4,0-4,1,7213,1125921
8,4,0-4,2,7106,1088764
8,4,5-9,1,7910,1091265
8,4,5-9,2,7720,1066521
8,4,10-14,1,8488,1159155
8,4,10-14,2,7938,1070991
8,4,15-19,1,9484,1145019
8,4,15-19,2,8947,1060770
8,4,20-24,1,8378,1041449
8,4,20-24,2,7475,938798
8,4,25-29,1,7929,993533
8,4,25-29,2,7346,942900
8,4,30-34,1,8146,1064089
8,4,30-34,2,7915,1005403
8,4,35-39,1,7805,1116303
8,4,35-39,2,8006,1038384
8,4,40-44,1,7675,1055291
8,4,40-44,2,8114,1047024
8,4,45-49,1,7046,959747
8,4,45-49,2,8005,964590
8,4,50-54,1,6803,856787
8,4,50-54,2,7693,881882
8,4,55-59,1,6376,761007
8,4,55-59,2,7706,839098
8,4,60-64,1,5634,623164
8,4,60-64,2,6993,729056
8,4,65-69,1,4335,461123
8,4,65-69,2,5658,581779
8,4,70-74,1,3153,323014
8,4,70-74,2,4414,448479
8,4,75-79,1,2157,205306
8,4,75-79,2,3109,301852
8,4,80+,1,2365,219072
8,4,80+,2,4111,391387
9,0,0-4,1,3144,372159
9,0,0-4,2,2816,345341
9,0,5-9,1,2966,334070
9,0,5-9,2,2923,323797
9,0,10-14,1,3011,342965
9,0,10-14,2,2845,321266
9,0,15-19,1,2838,287635
9,0,15-19,2,2895,281381
9,0,20-24,1,1933,210904
9,0,20-24,2,1913,220346
9,0,25-29,1,1705,204509
9,0,25-29,2,1780,212519
9,0,30-34,1,1724,200394
9,0,30-34,2,1736,208513
9,0,35-39,1,1405,157378
9,0,35-39,2,1516,178736
9,0,40-44,1,1240,138919
9,0,40-44,2,1418,156544
9,0,45-49,1,1012,104659
9,0,45-49,2,1168,129082
9,0,50-54,1,973,94151
9,0,50-54,2,1173,117607
9,0,55-59,1,877,75922
9,0,55-59,2,1061,96959
9,0,60-64,1,835,70673
9,0,60-64,2,1058,94806
9,0,65-69,1,689,53832
9,0,65-69,2,885,75085
9,0,70-74,1,482,37083
9,0,70-74,2,638,52122
9,0,75-79,1,311,24154
9,0,75-79,2,424,37042
9,0,80+,1,301,23505
9,0,80+,2,501,43926
9,1,0-4,1,1723,228472
9,1,0-4,2,1613,214494
9,1,5-9,1,1601,199119
9,1,5-9,2,1574,199016
9,1,10-14,1,1578,194714
9,1,10-14,2,1521,187560
9,1,15-19,1,1464,156778
9,1,15-19,2,1393,152047
9,1,20-24,1,1087,114730
9,1,20-24,2,1030,117898
9,1,25-29,1,949,101931
9,1,25-29,2,765,83374
9,1,30-34,1,871,97264
9,1,30-34,2,882,97891
9,1,35-39,1,706,87429
9,1,35-39,2,729,81688
9,1,40-44,1,750,84032
9,1,40-44,2,678,72418
9,1,45-49,1,622,65699
9,1,45-49,2,599,61042
9,1,50-54,1,503,56167
9,1,50-54,2,544,54910
9,1,55-59,1,496,49893
9,1,55-59,2,464,41389
9,1,60-64,1,374,37968
9,1,60-64,2,426,40879
9,1,65-69,1,300,27466
9,1,65-69,2,381,31879
9,1,70-74,1,240,20903
9,1,70-74,2,241,21255
9,1,75-79,1,134,11050
9,1,75-79,2,151,12896
9,1,80+,1,113,8145
9,1,80+,2,177,15669
9,2,0-4,1,516,79682
9,2,0-4,2,450,63128
9,2,5-9,1,503,70022
9,2,5-9,2,458,62920
9,2,10-14,1,529,67923
9,2,10-14,2,490,65426
9,2,15-19,1,472,56715
9,2,15-19,2,433,51658
9,2,20-24,1,338,41970
9,2,20-24,2,345,42941
9,2,25-29,1,283,30451
9,2,25-29,2,290,36260
9,2,30-34,1,325,39597
9,2,30-34,2,334,38451
9,2,35-39,1,296,34967
9,2,35-39,2,323,38108
9,2,40-44,1,291,41731
9,2,40-44,2,340,40438
9,2,45-49,1,223,26658
9,2,45-49,2,238,30771
9,2,50-54,1,189,25708
9,2,50-54,2,223,26024
9,2,55-59,1,157,18906
9,2,55-59,2,152,17638
9,2,60-64,1,123,14115
9,2,60-64,2,147,14871
9,2,65-69,1,101,11488
9,2,65-69,2,125,14287
9,2,70-74,1,87,10621
9,2,70-74,2,116,11404
9,2,75-79,1,46,4651
9,2,75-79,2,59,6025
9,2,80+,1,38,4670
9,2,80+,2,66,7448
9,3,0-4,1,117,15181
9,3,0-4,2,119,15022
9,3,5-9,1,104,10141
9,3,5-9,2,95,11345
9,3,10-14,1,90,10170
9,3,10-14,2,79,9110
9,3,15-19,1,66,5927
9,3,15-19,2,94,7931
9,3,20-24,1,73,7561
9,3,20-24,2,60,6476
9,3,25-29,1,53,5893
9,3,25-29,2,51,5962
9,3,30-34,1,57,6216
9,3,30-34,2,55,5545
9,3,35-39,1,66,8640
9,3,35-39,2,39,4492
9,3,40-44,1,28,3182
9,3,40-44,2,36,3685
9,3,45-49,1,38,5189
9,3,45-49,2,45,4641
9,3,50-54,1,45,4164
9,3,50-54,2,44,4868
9,3,55-59,1,37,2772
9,3,55-59,2,28,3336
9,3,60-64,1,26,3283
9,3,60-64,2,25,2295
9,3,65-69,1,20,1596
9,3,65-69,2,28,1936
9,3,70-74,1,18,1477
9,3,70-74,2,28,2688
9,3,75-79,1,8,1049
9,3,75-79,2,12,801
9,3,80+,1,15,1154
9,3,80+,2,17,1308
9,4,0-4,1,1169,160935
9,4,0-4,2,1036,141398
9,4,5-9,1,1157,140972
9,4,5-9,2,1040,133703
9,4,10-14,1,1114,137237
9,4,10-14,2,1055,128663
9,4,15-19,1,995,115428
9,4,15-19,2,969,102245
9,4,20-24,1,811,92092
9,4,20-24,2,664,76742
9,4,25-29,1,682,77406
9,4,25-29,2,630,77027
9,4,30-34,1,685,79882
9,4,30-34,2,650,76054
9,4,35-39,1,603,76422
9,4,35-39,2,682,82203
9,4,40-44,1,568,72018
9,4,40-44,2,643,76116
9,4,45-49,1,481,61192
9,4,45-49,2,576,63746
9,4,50-54,1,415,45459
9,4,50-54,2,532,59009
9,4,55-59,1,377,42334
9,4,55-59,2,500,54015
9,4,60-64,1,325,35546
9,4,60-64,2,408,43869
9,4,65-69,1,239,24046
9,4,65-69,2,346,35975
9,4,70-74,1,216,20998
9,4,70-74,2,266,26405
9,4,75-79,1,145,14232
9,4,75-79,2,168,17100
9,4,80+,1,88,9049
9,4,80+,2,176,16083
